1_Summit_MMT_MMT_9M_Q4,04/30/2012,-2.54018159908604
1_Summit_MMT_MMT_9M_Q2,04/30/2012,-0.191665968167241
1_Summit_MMT_MMT_9M_Q1,05/31/2012,-4.81437487801921
1_Summit_MMT_MMT_9M_QNA,05/31/2012,-6.34004665440976
1_Summit_MMT_MMT_9M_Universe,05/31/2012,-6.17420535963638
1_Summit_MMT_MMT_9M_Q3,05/31/2012,-7.09132470727911
1_Summit_MMT_MMT_9M_NA,05/31/2012,NA
1_Summit_MMT_MMT_9M_Q4,05/31/2012,-11.4768462430428
1_Summit_MMT_MMT_9M_Q2,05/31/2012,-5.51209074544818
1_Summit_MMT_MMT_9M_Q1,06/29/2012,2.517289081097
1_Summit_MMT_MMT_9M_QNA,06/29/2012,0.492116771071234
1_Summit_MMT_MMT_9M_Universe,06/29/2012,3.77190738960757
1_Summit_MMT_MMT_9M_Q3,06/29/2012,4.25441977537307
1_Summit_MMT_MMT_9M_NA,06/29/2012,NA
1_Summit_MMT_MMT_9M_Q4,06/29/2012,2.9212849565953
1_Summit_MMT_MMT_9M_Q2,06/29/2012,4.8287061739609
1_Summit_MMT_MMT_9M_Q1,07/31/2012,0.6345064523728
1_Summit_MMT_MMT_9M_QNA,07/31/2012,-8.12775422690331
1_Summit_MMT_MMT_9M_Universe,07/31/2012,0.859208827905288
1_Summit_MMT_MMT_9M_Q3,07/31/2012,1.31844679489683
1_Summit_MMT_MMT_9M_NA,07/31/2012,NA
1_Summit_MMT_MMT_9M_Q4,07/31/2012,0.206574685890217
1_Summit_MMT_MMT_9M_Q2,07/31/2012,1.15729331658483
1_Summit_MMT_MMT_9M_Q1,08/31/2012,5.20070094934672
1_Summit_MMT_MMT_9M_QNA,08/31/2012,-2.30892116131869
1_Summit_MMT_MMT_9M_Universe,08/31/2012,2.50366991984767
1_Summit_MMT_MMT_9M_Q3,08/31/2012,2.4078194941816
1_Summit_MMT_MMT_9M_NA,08/31/2012,NA
1_Summit_MMT_MMT_9M_Q4,08/31/2012,2.50842989937367
1_Summit_MMT_MMT_9M_Q2,08/31/2012,1.41797795866224
1_Summit_MMT_MMT_9M_Q1,09/28/2012,2.13857204545784
1_Summit_MMT_MMT_9M_QNA,09/28/2012,9.26953013215134
1_Summit_MMT_MMT_9M_Universe,09/28/2012,2.7955256859917
1_Summit_MMT_MMT_9M_Q3,09/28/2012,2.91187566617487
1_Summit_MMT_MMT_9M_NA,09/28/2012,NA
1_Summit_MMT_MMT_9M_Q4,09/28/2012,2.76105711994248
1_Summit_MMT_MMT_9M_Q2,09/28/2012,2.82576548976674
1_Summit_MMT_MMT_9M_Q1,10/31/2012,-3.18771149089814
1_Summit_MMT_MMT_9M_QNA,10/31/2012,-3.02091082459485
1_Summit_MMT_MMT_9M_Universe,10/31/2012,-1.68843486240559
1_Summit_MMT_MMT_9M_Q3,10/31/2012,-0.58837267631222
1_Summit_MMT_MMT_9M_NA,10/31/2012,NA
1_Summit_MMT_MMT_9M_Q4,10/31/2012,-1.58909888978633
1_Summit_MMT_MMT_9M_Q2,10/31/2012,-1.87123357544324
1_Summit_NegEarning_NegEarning_Q1,01/31/2012,8.92824179507089
1_Summit_NegEarning_NegEarning_QNA,01/31/2012,-3.81473186331776
1_Summit_NegEarning_NegEarning_Universe,01/31/2012,10.6068241689455
1_Summit_NegEarning_NegEarning_Q3,01/31/2012,13.9753689898241
1_Summit_NegEarning_NegEarning_NA,01/31/2012,NA
1_Summit_NegEarning_NegEarning_Q4,01/31/2012,6.81470490932244
1_Summit_NegEarning_NegEarning_Q2,01/31/2012,9.57401888107474
