18,01/31/2012,4.98963890062892
19,01/31/2012,9.99833289727487
14,01/31/2012,1.61101835114931
15,01/31/2012,3.8695702280772
16,01/31/2012,9.1043627096338
17,01/31/2012,12.7012287802108
18,02/29/2012,4.42287368292909
19,02/29/2012,8.39912405050181
14,02/29/2012,4.42608239575061
15,02/29/2012,3.81670794418457
16,02/29/2012,4.51343163626446
17,02/29/2012,5.671565297841
18,03/30/2012,2.98943050072335
19,03/30/2012,3.03600902319852
14,03/30/2012,4.07513062433248
15,03/30/2012,2.79483615189928
16,03/30/2012,1.76082657650534
17,03/30/2012,2.21681184620448
18,04/30/2012,-0.721241137500332
19,04/30/2012,-4.7420301774774
14,04/30/2012,-0.21812457927239
15,04/30/2012,-0.19168159422767
16,04/30/2012,-1.34431076005814
17,04/30/2012,-2.54018159908604
18,05/31/2012,-6.17424166627574
19,05/31/2012,-6.34066002076692
14,05/31/2012,-4.81435949129477
15,05/31/2012,-5.51208025670157
16,05/31/2012,-7.09132470727911
17,05/31/2012,-11.4773226392424
18,06/29/2012,3.7719591026182
19,06/29/2012,0.49469447886813
14,06/29/2012,2.5173008362868
15,06/29/2012,4.82869214562474
16,06/29/2012,4.25441977537307
17,06/29/2012,2.9212849565953
18,07/31/2012,0.859111225427146
19,07/31/2012,-8.1372647458002
14,07/31/2012,0.63450645262383
15,07/31/2012,1.15729574287894
16,07/31/2012,1.31843459326013
17,07/31/2012,0.206574685890217
18,08/31/2012,2.5037570422595
19,08/31/2012,-2.30820402516056
14,08/31/2012,5.20070959317128
15,08/31/2012,1.41802718093577
16,08/31/2012,2.407834871147
17,08/31/2012,2.50854413236326
18,09/28/2012,2.79548538296245
19,09/28/2012,9.27073152171925
14,09/28/2012,2.13856168351437
15,09/28/2012,2.82576548976674
16,09/28/2012,2.91185856272909
17,09/28/2012,2.76105711994248
18,10/31/2012,-1.6885963663975
19,10/31/2012,-3.05544461621507
14,10/31/2012,-3.18964698302689
15,10/31/2012,-1.86937301116888
16,10/31/2012,-0.588333292307495
17,10/31/2012,-1.5914126611893
25,01/31/2012,10.6068241689455
24,01/31/2012,-3.81473186331776
21,01/31/2012,8.92824179507089
22,01/31/2012,9.57401888107474
23,01/31/2012,13.9753689898241
20,01/31/2012,6.81470490932244
25,02/29/2012,6.79183402497474
24,02/29/2012,4.9134736537415
21,02/29/2012,8.6796933339361
22,02/29/2012,5.70407880436563
23,02/29/2012,7.06203741490219
20,02/29/2012,6.10420398022289
25,03/30/2012,4.45741812118051
24,03/30/2012,-23.4261089855266
21,03/30/2012,4.05876804492426
22,03/30/2012,1.82846617649348
23,03/30/2012,6.4757865542827
20,03/30/2012,2.82343376955178
25,04/30/2012,-3.0088601973959
24,04/30/2012,5.75427162753192
21,04/30/2012,-2.94294057907095
22,04/30/2012,-0.249688022101622
23,04/30/2012,-5.82968379476694
20,04/30/2012,-2.15287356492516
25,05/31/2012,-7.78393551657601
24,05/31/2012,7.75348807475905
21,05/31/2012,-8.18521991576082
22,05/31/2012,-9.11789483345108
23,05/31/2012,-9.95546734039502
20,05/31/2012,-5.99212781876393
25,06/29/2012,5.70024445975038
24,06/29/2012,-21.1378776480455
21,06/29/2012,7.52128002720041
22,06/29/2012,6.48794695962776
23,06/29/2012,6.86732672158495
20,06/29/2012,4.92731849295397
25,07/31/2012,-3.63502302713257
24,07/31/2012,-5.77564948353956
21,07/31/2012,-4.20039850960369
22,07/31/2012,-5.53107197774981
23,07/31/2012,-3.16986053626021
20,07/31/2012,-3.08487007752515
25,08/31/2012,3.942014585706
24,08/31/2012,3.75261473315598
21,08/31/2012,7.80113636610908
22,08/31/2012,1.27636059611859
23,08/31/2012,2.1741261493745
20,08/31/2012,4.72376923297103
25,09/28/2012,5.02812402889263
24,09/28/2012,1.18106107648758
21,09/28/2012,6.26229563160569
22,09/28/2012,4.71390274566011
23,09/28/2012,4.31153839334783
20,09/28/2012,5.31240018728289
25,10/31/2012,-3.1807426358535
24,10/31/2012,-0.108523589901207
21,10/31/2012,-4.00408631486337
22,10/31/2012,-2.6893935882473
23,10/31/2012,-3.44630042229581
20,10/31/2012,-2.96563528717352
8,01/31/2012,4.99293586120301
12,01/31/2012,NA
13,01/31/2012,5.12836225398634
9,01/31/2012,3.83745546272279
10,01/31/2012,4.21402809538162
11,01/31/2012,11.1858949589216
8,02/29/2012,4.31743598024069
12,02/29/2012,NA
13,02/29/2012,4.40528031035265
9,02/29/2012,3.68123358960422
10,02/29/2012,4.11631469854261
11,02/29/2012,6.90463984704153
8,03/30/2012,2.95067154839433
12,03/30/2012,NA
13,03/30/2012,3.58523678316553
9,03/30/2012,1.51949128569879
10,03/30/2012,2.38385642573982
11,03/30/2012,6.42134654952429
8,04/30/2012,-0.750092131334851
12,04/30/2012,NA
13,04/30/2012,-0.00643147453847502
9,04/30/2012,-0.447419419082361
10,04/30/2012,-1.66423342322371
11,04/30/2012,-3.75194029746538
8,05/31/2012,-6.2036674471992
12,05/31/2012,NA
13,05/31/2012,-6.06635052610093
9,05/31/2012,-5.41222092647013
10,05/31/2012,-5.32756436112159
11,05/31/2012,-12.0242915930306
8,06/29/2012,3.78588733621703
12,06/29/2012,NA
13,06/29/2012,2.75811801061465
9,06/29/2012,4.48302376837982
10,06/29/2012,4.03094688229274
11,06/29/2012,5.40981454927903
8,07/31/2012,0.895135224003264
12,07/31/2012,NA
13,07/31/2012,0.616696405290113
9,07/31/2012,1.93318534904007
10,07/31/2012,0.327641196024299
11,07/31/2012,-1.08615684380045
8,08/31/2012,2.51499249751332
